0,0,56,105,18,78,105,18,105,105,18,150,105,18,-56,105,18,-80,105,18,-110,105,18,-150,105,18,150,0,-90,-69,-45,-69,-45,-45,-69,-45,-69,0,-17.279999999999976,0
2.4,0,68,123,18,66,105,18,117,105,18,138,129,18,-44,87,18,-92,105,18,-98,105,18,-162,81,18,150,0,-90,-45,-45,-45,-45,-45,-45,-45,-45,0,-18.119999999999973,0
0,0,56,105,18,78,105,18,105,105,18,150,105,18,-56,105,18,-80,105,18,-110,105,18,-150,105,18,150,0,-90,-45,-69,-45,-69,-69,-45,-69,-45,0,-18.71999999999997,0
-2.4,0,44,87,18,90,105,18,93,105,18,162,81,18,-68,123,18,-68,105,18,-122,105,18,-138,129,18,150,0,-90,-45,-45,-45,-45,-45,-45,-45,-45,0,-19.559999999999967,0
0,0,56,105,18,78,105,18,105,105,18,150,105,18,-56,105,18,-80,105,18,-110,105,18,-150,105,18,150,0,-90,-69,-45,-69,-45,-45,-69,-45,-69,0,-20.159999999999965,0
2.4,0,68,123,18,66,105,18,117,105,18,138,129,18,-44,87,18,-92,105,18,-98,105,18,-162,81,18,150,0,-90,-45,-45,-45,-45,-45,-45,-45,-45,0,-20.87999999999996,0
0,0,56,105,18,78,105,18,105,105,18,150,105,18,-56,105,18,-80,105,18,-110,105,18,-150,105,18,150,0,-90,-45,-69,-45,-69,-69,-45,-69,-45,0,-21.479999999999958,0
NaN,0,56.00000000000001,105,18,78,105,18,105,105,18,150,105,18,-56.00000000000001,105,18,-80,105,18,-110,105,18,-150,105,18,150,0,-90,-45,-45,-45,-45,-45,-45,-45,-45,0,-21.479999999999972,0
NaN,0,56.00000000000001,117,18,78,117,18,105,117,18,150,117,18,-56.00000000000001,117,18,-80,117,18,-110,117,18,-150,117,18,150,0,-90,-51,-57,-57,-57,-51,-57,-57,-57,0,-21.479999999999972,0.6
NaN,0,56.00000000000001,93,18,78,93,18,105,93,18,150,93,18,-56.00000000000001,93,18,-80,93,18,-110,93,18,-150,93,18,150,0,-90,-39,-33,-33,-33,-39,-33,-33,-33,0,-21.479999999999972,-0.6
NaN,0,56.00000000000001,93,18,78,93,18,105,93,18,150,93,18,-56.00000000000001,93,18,-80,93,18,-110,93,18,-150,93,18,150,0,-90,-39,-33,-33,-33,-39,-33,-33,-33,0,-21.479999999999972,-2
NaN,0,56.00000000000001,93,18,78,93,18,105,93,18,150,93,18,-56.00000000000001,93,18,-80,93,18,-110,93,18,-150,93,18,150,0,-90,-39,-33,-33,-33,-39,-33,-33,-33,0,-21.479999999999972,-4
NaN,0,56.00000000000001,93,18,78,93,18,105,93,18,150,93,18,-56.00000000000001,93,18,-80,93,18,-110,93,18,-150,93,18,310,0,-90,-39,-33,-33,-33,-39,-33,-33,-33,0,-21.479999999999972,0
NaN,0,56.00000000000001,93,18,78,93,18,105,93,18,150,93,18,-56.00000000000001,93,18,-80,93,18,-110,93,18,-150,93,18,310,0,-90,-39,-33,-33,-33,-39,-33,-33,-33,0,-21.479999999999972,-4
NaN,0,56.00000000000001,117,18,78,117,18,105,117,18,150,117,18,-56.00000000000001,117,18,-80,117,18,-110,117,18,-150,117,18,310,0,-90,-51,-57,-57,-57,-51,-57,-57,-57,0,-21.479999999999972,-3.4
